,600000.SH,600009.SH,600010.SH,600015.SH,600016.SH,600018.SH,600019.SH,600028.SH,600029.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600100.SH,600104.SH,600109.SH,600111.SH,600150.SH,600196.SH,600276.SH,600309.SH,600340.SH,600485.SH,600518.SH,600519.SH,600547.SH,600585.SH,600606.SH,600637.SH,600690.SH,600703.SH,600795.SH,600837.SH,600887.SH,600893.SH,600919.SH,600958.SH,600999.SH,601006.SH,601012.SH,601066.SH,601088.SH,601111.SH,601138.SH,601166.SH,601169.SH,601186.SH,601198.SH,601211.SH,601229.SH,601236.SH,601288.SH,601318.SH,601319.SH,601328.SH,601336.SH,601360.SH,601377.SH,601390.SH,601398.SH,601601.SH,601628.SH,601668.SH,601669.SH,601688.SH,601727.SH,601766.SH,601788.SH,601800.SH,601818.SH,601857.SH,601878.SH,601881.SH,601888.SH,601901.SH,601919.SH,601939.SH,601985.SH,601988.SH,601989.SH,601998.SH,603259.SH,603993.SH
0,-0.0018019310448044684,-0.0014080987396052718,-0.009138335306943458,-0.003432631131904189,0.0056610074421990465,-0.011393115504934487,-0.011789589014631684,0.002055333611046232,-0.011709501122754795,-0.007640137275328205,-0.0041974971740253424,0.004434963176905725,-0.010424417433332443,-0.004460957599719089,0.003634545705448693,0.003196173465515529,-0.002082023610198114,0.003920245451257428,0.015110618552705953,-0.004684718368240448,0.0010937804100236293,-0.02015146795981972,-0.007301513801454192,0.013785691404097822,0.0008457013614764454,0.014517063214088684,0.030406092054261324,0.002885439540820663,-0.0026630720890655104,-0.01950691769804624,-0.009194191594150868,-0.002584266742924003,-0.017049716883755634,0.008130844639472511,-0.002109956550281884,-0.017007514220768384,,-0.013021359688013705,-0.005225410518735952,-0.01433439594204391,-0.0064400653985359,,-0.005578972349485781,-0.0069526388008453325,,-0.003258173538268968,-0.0012638541094236308,-0.004489157307366779,-0.003973572743190508,-0.008225154043740527,,,-0.0004992240833763119,-0.003213372019630167,,-0.007021380760529465,-0.007090374135460624,0.002800803835399857,-0.01779055246782673,-0.010229182052876448,-0.002743917009314793,0.0032072532166443225,-0.009222581130766936,-0.0036207661069524405,-0.01174433641270398,0.0056619192983815405,0.035858899348522946,-0.015672657218782114,-0.005620745858972741,0.0016055025429375115,-0.004369109626869398,-0.004293653694371698,,,-0.012209202305664387,-0.011531637265712942,-0.040836978847280436,-0.01062444341597016,-0.010643865735217872,-0.00771285393830495,0.005289347280113628,-0.006262544857724543,,-0.015851829223652133
1,0.002392269115589697,0.003772660664502285,-0.003206235254313915,0.0037729606054439455,0.0011382166838113824,0.004464657554688356,0.004319613161605829,0.0018623254717335554,0.015679637187570254,-0.004411970623512115,-0.0001938718349051572,0.005134811997730229,0.005079641456436061,-0.017054641187284898,-0.020859597255273584,0.010418076666477035,0.0020184336624362274,0.0009729299727467824,-0.03370287797181945,0.012765409608713951,0.007878996795510008,-0.017429374823704567,0.004947761265966973,0.008191288300736716,0.00549229014405985,0.012924662069517341,0.03518801442185622,0.005872713762157001,-0.011749718674579971,-0.006813851352861436,0.014256783082070084,-0.0010783295465834246,-0.0045966101104190655,0.0045925874613556026,0.01570184136993591,0.002290093837831789,,-0.003509518244432007,0.005024458347384631,0.0023977292404441697,0.014819495904250938,,0.0005060750507072561,0.008908203590574523,,0.001635847848939488,0.0043039913407896604,-0.004697755003986013,-0.0022517354991074532,0.0025050166805449183,,,0.004645056717095835,0.0044392044334615535,,0.0075730166341517816,0.005179420269479282,-0.008702942160534884,-0.0015257439966191411,-0.013479619788787684,0.006382541354966742,-2.9314891936595717e-06,0.0011057768329563373,0.010299234674177638,-0.0018027025901840288,0.010715255307113794,0.018989961316991613,-0.004361898787241077,0.002643030688887069,0.004136733892292985,0.007555167575513099,0.00011234681735217093,,,0.0034750622331865123,-0.003375201085734048,-0.009534353012281664,0.01046160845642798,-0.0018129559590359344,0.005054817816210867,-0.027921632782801784,0.0073092225022318566,,0.009615667322567304
2,-0.00035415304062918714,-0.0040537176823888035,-0.0018259590775450464,0.003042504598971531,-0.0005683006582623447,-0.001479711668370086,0.006732197876438169,0.006525563120046198,-0.005340650737181773,0.0005601049065189984,0.00846890036603638,-0.002751581185109691,-0.0014623134804587715,-4.380637449506814e-05,0.016540240665502026,0.0028286647504868327,-0.000704386104872563,-0.0042701755368948395,0.0005558530667763862,0.00038018827172656963,0.001964122917825368,0.01969963443615596,-0.005453236242595658,0.07423631634492918,0.005106063622530639,0.00634434551108728,-0.009291536725987695,-0.0004511122974622888,-0.006673542516143364,-0.002424057860855762,-0.001680966498512394,0.008512111802272723,0.003703341540276881,0.00016219141620403291,-0.0010665699420936616,-0.007496769088366534,,-0.004544022210063748,-0.003925037330223052,0.006873418408274856,-0.00888419789412238,,0.006955781905619733,-0.003235282056340573,,0.0009262500092442307,0.0067029506412562105,0.016937106894723417,-0.006954254380614425,0.0007259669972205472,,,-0.0017783674233941922,0.002850778162676172,,-0.0002331537916874037,0.0018871772455239155,0.017133011326000685,-0.002178859451605484,0.004364129137667103,-0.001090405450251885,0.0032181791948927953,0.0072950221426715985,0.0226556699826663,0.010573402183067829,-0.005806533949862146,-0.02356018246287831,0.003796457350673517,-0.004446242003900686,0.0168151633109951,-0.00039413018393747866,0.004646952679755933,,,-0.003283705458391609,0.005235401134981534,0.0021148992410163587,0.002131427842051344,0.002731900436189611,-3.614791867957589e-05,0.00689279088375118,0.0011221168598042214,,-0.0035525788415626154
3,-0.003630881178920017,0.015528408502080841,0.00796388356534666,-0.0010346220529455963,-0.008284216901426411,0.010900868710819477,-0.0007256673511307893,0.004304532535702451,0.005985342043250336,0.0006617597872177456,0.008988385028289365,0.005017085550118561,0.002004674213170201,0.027568818159694777,-0.006469966971173831,0.009170854923358273,0.0011179976175482397,-0.004043949021259199,0.005689007507581442,0.014763797888537674,0.010037913435514308,0.0126182363575648,0.034805478563148334,-0.016554135155564174,0.007206691594883957,0.012826995835795135,-0.004695522337642719,0.013730637718615277,-0.009017736592768662,-0.004153187759962462,0.012760549585563628,0.015048519782360163,0.006683270893633225,-0.003229248589351175,0.0029206915344553858,0.005987043733082486,,-0.003943003258758234,-0.001344458765186407,0.00605764666094385,0.01262015040047587,,0.007820615594170263,0.013142998660603906,,-0.002393520409153612,-0.0056943397841252045,0.0059306747334626824,-0.008779475500573805,6.077791391664376e-05,,,0.0051723868506444795,0.004222267731685345,,0.002607803018702448,0.00173650117753796,-0.005132282201433312,-0.000862442798812718,0.01319186959953024,0.006032409041958499,0.00011580132305603652,0.005252980219887678,0.004129135762738872,0.008606868844503091,-0.002736744847491281,-0.0027800091045412823,0.002335633054339814,-0.004623348201557984,0.009087884038844241,-0.0006649226535182387,-0.0009349226766756217,,,0.013402045292151022,0.0037694817153508006,0.008430375740409645,0.005665362696996279,0.0055517248567390105,0.002607341568377027,-0.006408626602692519,-0.003416472840868003,,0.01163929470752996
4,0.006754997590005372,0.006406431555752347,0.011447762513339621,0.006821482556527482,0.005183738360730529,0.004811968359791938,0.01825591403154053,0.0043898814510684465,0.005033994377174961,0.003481909654523787,0.010399487726577802,0.024942096391500697,0.007395346467571785,0.016050705200808483,-0.000984614292191276,0.01003340677428178,-0.007386619101287625,0.027987475241636483,0.013178985783110959,0.002255901359928271,0.012343960123032294,0.01446147747685371,-0.0039105363604567175,0.05317565850224517,0.004743192196881626,0.011591138161020538,-0.005660614247355664,0.009467381834342259,0.0032278552286142213,-0.0008952199890138213,0.0077492448356760515,0.010749535393584187,0.0026914673037196405,0.0007586144070443816,0.015977718467996744,-0.01201523731784488,,0.0037783461808753656,0.008482617706065244,0.010945719088151895,0.014228578612434753,,0.014402983798034397,0.0016232876862932346,,0.01141675732491207,0.003145827322320095,-0.0011377733660096526,0.005282255277635178,0.007214827814246794,,,0.011805041344876602,0.024551795000561646,,0.008566734189743616,0.0228267783319927,-0.004776541908919582,0.004199744884912671,-0.0019100282361455261,0.01700108647346461,0.0192885566616286,0.008064358675932817,0.007489500393353075,0.00078897090134018,0.013885116503359538,-0.004076744741790465,0.0001832076528504621,0.002251981870569879,-0.0027970601237330608,0.006808141832886746,0.002408508464513172,,,0.0073329093853811795,0.0025322904947563786,0.01598409448322762,0.013331794356260777,0.0011603357642044705,0.012346873887241644,0.008630349316569011,0.0074226479464465705,,0.02785963017501086
5,-0.0007973127057348706,0.012144243279530531,-0.003988108744780309,-0.004151086039604979,0.0011944887932898323,0.0036018477179294594,0.0049092192965199686,0.0021252540171736267,0.022888549397241588,0.004912647031465578,0.0066730429106924005,0.0036469107762634647,0.020420741481740844,-0.015419361278968771,-0.017548103821598125,0.00339984043551549,-0.01042972536586132,-0.009948625256185254,-0.013507763161982078,0.024320880729688653,0.014454237906700612,0.016772026603008434,-0.002794830825719166,0.006564769230133625,0.003387754267165564,0.021682289437076032,-0.0012159349452630773,0.01298164086551202,-0.0017209476765831894,-0.012908396549198951,0.020815560843573118,0.0154472575151021,-0.0028687479730522924,-0.007907333989928295,0.021023307732939728,0.00042893026805273664,,-0.004923047803840095,-0.0024889227082712925,0.0002874896294088974,0.039082489006153694,,0.014026259908348826,0.020111752866632145,,-0.0031214938270054853,-0.0038892534007607072,-0.006420044754399076,-0.014598503004923784,-0.005547699669278262,,,-0.0009241700027996967,0.01501099641050791,,-0.0036679081518017423,0.006334420170931841,0.11161895369860256,-0.004617479872458208,0.0005934840367016484,0.0007841305661361532,0.0074636031332253406,0.0032349594587319,-0.007405645165429031,-0.007857115732836062,-0.009976641058762259,0.016196046925640303,0.01251052469792662,-0.00647326233900257,-0.012944674113884173,-0.0021998104574314963,0.0008218468743448858,,,0.024153224458952,-0.01348531580433993,-0.00566990485191658,0.004902520937082348,-0.003164682343536265,-0.003254857589582615,-0.010742490519771804,-0.003185166787926216,,0.004607938252025589
6,-0.004560880187516952,0.00706176922223802,-0.011181293715200472,-0.0015566414577357804,-0.004302641719132984,0.00353448022217584,0.005692465547339833,0.008942734562027236,-0.006511010370448701,0.004130222003184443,-0.0012232370604663945,0.001556932970965133,-0.0012504182750451634,-0.004228580182304072,0.006909423085955683,0.0005216149957916259,-0.004369422548739281,-0.007534204088238919,-0.0052835695462082645,-0.006456464192609172,0.012165277573095908,0.019147582818339958,0.0002157479375798012,0.02634774525857788,0.0005168697837179187,-0.0021957013922334493,-0.0044624658316007705,0.01087758180407132,0.0015074058190771627,0.001664050532519697,-0.0041541731609497715,-0.013927997868183007,-0.005290134124226566,-0.006001459749357324,-0.010776720031884906,-0.0007085863888735653,,-0.006876412998639405,-0.0015932881514966846,-0.004762120138681936,-0.002167418330662905,,-0.0040947628325564015,-0.0004576795551586046,,-0.002838642940149357,-0.0026804038058279808,-0.00583519614609593,-0.002380655764626173,-0.0018363990576787453,,,0.0005389231493125199,-0.006728596450758199,,1.8175361081278407e-05,-0.026473021698171704,-0.00607560903266773,-0.006741105885668779,-0.0020479380024789147,-0.0005881937944949094,-0.014404593090181612,-0.0118200773071851,-0.0031393091301587287,-0.007112246627329697,0.005016212805757422,-0.024289597271725704,-0.012436517573515734,-0.0029053080824094795,0.0034116968356761412,0.0005048376309716826,-0.00232810850495596,,,0.012615574026881574,-0.008061818684331182,-0.009490807458693363,9.667659186986122e-05,-0.005308822144510261,-0.0016637237529968307,-0.008866746414388494,0.0025036317225271077,,0.009633225258077737
7,-0.0060189997820113755,0.009389905165791235,-0.015001753529379047,-0.006190242901122114,-0.003504885451287805,-0.010786400455998364,-0.0037345281826051116,0.0014675762684632325,-0.022960703528556312,-0.008227165155049006,0.004074081428965789,-0.0006883157754730929,-0.0043192900521192784,0.00016932717903180258,-0.0036452258336770937,-0.003156626836632269,-0.012618887547799731,-0.011646094428722808,-0.033043793257762334,-0.01106882652352447,0.005029307352211718,0.01934736330007766,-0.009993482424453592,-0.04228502046254953,-0.0032386093580780307,0.0015560076848947346,-0.012591956293818348,0.008941152412968275,-0.0063812902894253756,-0.014039062935503605,-0.005437372562630223,-0.010756607176497379,-0.003828128070430961,-0.014414413544556434,0.003402066429388144,-0.008846518588719276,,-0.01767178579511585,-0.01059236845267832,0.008628785516181084,-0.031051336619715805,,-0.007090604656208875,-0.023923903186309724,,0.00016185277930413257,-0.006436944587908679,0.006341122792718512,-0.016568220644401666,-0.007834940973078587,,,-0.00012392405568942727,0.003543296831418529,,-0.0021803207259383822,0.0061324032264426405,-0.030455048665598814,-0.01761048738229177,-0.00976568521694771,-0.002197169306817884,0.007168803316217819,-0.0034362112699052125,-0.0034294984981226664,-0.007674392713118563,-0.008097300424130056,-0.0070004513066756115,-0.007664709679728275,-0.006279939443281816,-0.0005970976377642383,-0.003129726364180884,0.004660425679042646,,,0.010519694890762472,0.001608906633607093,-0.01656291929470314,-0.0022925132454322305,-0.006981822910922818,-0.0016761979750347822,-0.012357281791515766,-0.0018105006202593227,,-0.023706017102293118
8,-0.002474780967446289,-0.0055089980738683144,-0.002276958497685251,-0.0015404560273067525,-0.002043643396371355,-0.0035909179261852274,-0.012092171994604864,-0.013759720251446332,0.0015439838630232608,0.00544203730076729,-0.003966930328358664,-0.004759853932719069,0.00410742355535689,-0.004480608304284115,0.0011005734055999604,-0.002376821434355163,0.005077450113404443,-0.007861962546450316,0.01452875847733846,-0.014927221926694928,-0.011936609283402802,-0.028738350085476663,0.007098060299567812,-0.008784845338745984,-0.04096816934777953,-0.005578058549335287,0.01884412595457877,-0.012952572410435587,0.0009501420017431736,0.003968388434619322,-0.0036760439890601453,-0.015935065371669242,0.00016550618076797708,0.0028595889663585532,-0.007205624067016798,-0.0005344867260225467,,-0.002922662250200513,0.002189931170023105,-0.004843658900815343,0.018303577637803325,,0.0023534721504197193,0.004148383492029206,,-0.001419628378965182,-0.001643577391147621,0.0033110630704938928,0.0008996780028869474,0.0026621047114387232,,,0.00025486683286472496,-0.0051589866733069145,,0.0016639308538191195,-0.004939188811005511,-0.003613264184740565,0.0038838031600190656,0.0003496235805805098,-0.0018129624599688321,-0.010070664181844395,-0.005492070294307009,0.003820017529560411,-0.006110686585099697,0.004681291017428001,0.0003031783915963,0.006382309518007065,-0.010995395224541757,-0.005555568391640416,0.0014098530450749307,-0.006047750622714832,,,0.002340429012087896,-0.005147551708689485,-0.0007580666197157019,-0.0032987036566748985,-0.00480944593154724,0.001505019388526004,0.002908013002939322,-0.004330409764510424,,-0.012709376935210551
9,0.012470973203978351,0.0206906359454722,0.009162501750054057,0.005353600263280265,0.007020926994092898,0.028599633178023037,0.006357653675683248,0.007294744887331866,0.0163522207364437,0.020251561938199474,0.023983140225492302,0.019194289777459392,0.008464130967693514,0.015989866531331928,0.007145160830893077,0.002860297933661107,0.02309895015983557,0.010599800219264271,0.04744124859141855,0.014275877857710515,0.024726219384330644,0.030269819638255164,0.0132998293339492,-0.0015754734375780027,0.01759153730276759,0.03059469824927128,-0.0016682568057724266,0.019205585921648668,0.012383402226710834,0.007059313532175991,0.014138109290487824,0.012055210723964316,0.0037135368376933625,0.02936204194304115,0.020006820061784475,0.008942740816624299,,0.023203187608226563,0.016898311880817956,0.0023041040570291878,0.029727374781083976,,0.0061081942095141005,0.01889041298585333,,0.01836774339525812,0.007794422451120295,0.0007987871479634358,0.021826767901467595,0.013171077274056307,,,0.002798312090849072,0.02617274174227871,,0.004919205524152729,0.020498360353505243,0.00812315753077643,0.02519733987949449,0.0008641893653621903,0.005920159484682765,0.01560246683023335,0.025793034276803368,0.004706813474607115,0.006395695740452068,0.015468027218548137,0.011466659501570735,-0.0020189776391491675,0.023435501200746268,0.006539881994907057,0.007602896592108228,0.0017675124779224802,,,0.016353369004132416,0.01851985517005045,0.02272038738546917,0.009828930789079492,0.007492923947104344,0.004702206048621239,0.01927069139773457,0.00975548416584758,,0.00777405297678232
10,-0.0012998253708002255,0.011446886120961793,-0.006739182526141624,-0.0044993227402755605,-0.0023412061980884373,-0.01597407267841514,-0.007708779932954914,-0.004708032523564568,-0.013646573982745472,0.000292853735231326,0.007599574084154681,0.0017675279518761273,0.002843881971068768,-0.006233544543803656,-0.00871989726322515,-0.0015587855695805956,-0.00822221108776228,0.008945394520382885,-0.002509174130037791,-0.0009991862258388329,0.012533474391838663,0.003063350444298532,-0.006438827373583863,-0.10557801192480668,-0.05069612076387879,0.01113540795502518,0.04030736443555125,0.002265357904310091,-0.0039495679167592035,-0.00928330878320807,-0.002660981172283658,-0.006726653557179124,-0.0045467924422652965,0.00031063042764239583,-0.0038323287030937883,-0.005774589551326089,,-0.005764646367055271,-0.0035812698150935727,-0.0021322556360765968,0.012950534950367942,,-0.0001916594563621128,-0.012949202200538565,,-0.0059139091867537255,-0.008238696489396595,-0.008521002247013252,-0.0113470735582933,-0.003912567250518733,,,-0.0030671578222498607,0.002374344640151588,,-0.0054973147637886405,-0.008386075927767418,0.00037218643677016565,-0.005004101826003807,-0.007868271938008613,-0.001743139075466788,0.004958599090812336,-0.0016203855807779286,-0.004533934539247435,-0.006189630179413783,-0.0014539526146578525,-0.007066937784804456,-0.008520451295677075,-0.0070510896095871654,-0.010817275775919349,-0.003495974574020485,-0.010376375815628813,,,0.013368728893492185,-0.0016422285216698596,-0.011971415806778391,-0.001744932642153683,-0.004077785543375058,-0.002750190337492843,0.0052395695789400655,-0.004374918259982649,,-0.007159012051463526
11,0.005424046933222313,-0.004707368210268103,-0.007237271272785677,0.003207492724356955,0.0046095390420546655,-4.143401013537897e-07,-0.0009080937187555807,0.0022688782598815536,0.0040994476716551655,0.0032235471716281984,0.013198492810032807,0.006089977867206298,0.010421459650732986,-0.0003393244348617254,-0.0006744722702973973,-0.002567210353060786,0.0018135442215480872,-0.003583149818207412,-0.00664938864491705,-0.0024072040013710986,0.0034385158949647287,0.011914757528775551,0.0033400338200592268,0.020681673881134958,0.005910269090934447,0.0014102922870625162,-0.011446252779559464,0.01707592062673795,0.001882060713639075,-0.0009118658181699577,0.012771763650021913,0.03549626876338216,-0.003516789136075423,0.0055140874333420645,0.004278093561499578,-0.007329416951305003,,0.003254150969565332,0.005889615017067758,0.0027876588715574804,-0.00646464856001018,,-0.0024360004563772435,0.010895272151871195,,0.009169139010892923,0.004234158149955993,0.0058260451901491535,0.009346174851140402,0.0028221683685230627,,,0.005537330605735803,-0.0010275467174711381,,0.002345743729577142,-0.0002682178963943594,0.0054864480460230045,0.007809414317972839,-0.0011986704331778287,0.005477911962307075,-0.0010779706510159175,0.010135063894583813,0.0005578124664192046,-0.007040320886902619,0.002049264300167902,-0.0022318150886073435,-0.0019104540379421915,0.00912646646092162,-0.007727292567397987,0.010322867587177056,-0.0024377725447871203,,,-0.004366817213701213,0.010285023158741429,0.008854421915500859,0.003032544530361216,-0.004054547097723068,0.002681454382184211,-0.008772407768441485,0.005985285365425634,,0.01196737157806957
平均收益率,0.0005086268804110291,0.005896896479183231,-0.0026684125080028718,-1.7246800192899562e-05,0.00031358524930075155,0.0010574019307852884,0.0007756861162037192,0.0018974226174552906,0.0009512279612226846,0.0018897808729039602,0.0061502973485404976,0.005298737130560315,0.0036067383769012827,0.0006264910970954664,-0.001964327834503085,0.002730790479288239,-0.0010572416326456958,0.000294807059110758,0.00015065877218373204,0.0023515362065022237,0.007810766408470422,0.006747921311194068,0.0023178736826673465,0.002350471383550915,-0.003675210842109861,0.009734095038605834,0.00614275474160395,0.007491643973607138,-0.0018504174804617327,-0.004853676353958774,0.0046406901924837965,0.0038583319764691226,-0.002061649665344513,0.0016781775684389553,0.004859944988635744,-0.0035053591814695807,,-0.0027450644881209635,0.000811181531639451,0.0011841767378644695,0.00722704454079361,,0.002731781905485325,0.0025168004695553963,,0.0018943518406878863,-0.00030547663859568057,0.0006703225837200324,-0.002458217921883416,0.00015043156380434492,,,0.002029922850322462,0.005586410257631252,,0.0007578775931235401,0.0014531818588844972,0.007231572726639821,-0.0012700392865739641,-0.0022613416623817524,0.002618537648933396,0.0029555919462062514,0.002440822493218777,0.002627419236967693,-0.0024305411715187714,0.002450492796321061,0.000984083976941561,-0.0022814611631865127,-0.0009115292118441141,9.649116710948443e-05,0.0016625075336478136,-0.0010000825721835633,,,0.006975109351605836,-0.00010773289691581331,-0.003060022260478803,0.0026241894366581947,-0.0019930868884692567,0.0009836451315891163,-0.002236535368297005,0.0008931979525843179,,0.0016765305096567837
平均收益率/收益率标准差,0.0992376663251729,0.7246213707884531,-0.3355095111795797,-0.004199316749475325,0.07006032360987609,0.09431602229514516,0.09233364694312758,0.32808077249920475,0.07316994367919746,0.2657197677441562,0.7996223138077634,0.6443640407237904,0.4785468894930888,0.04986584220948048,-0.19512342154064874,0.5792664049791303,-0.11767442948286776,0.02737652618291958,0.0071121148576459734,0.20819604272662148,0.9053556409390244,0.3774349538765822,0.19722817324515807,0.053708410033915945,-0.18803165070078545,0.9941733135828824,0.33055982835397096,0.8912864704777378,-0.2989728880528528,-0.6413580337802086,0.4806204166158099,0.2675022237841943,-0.3467650452865651,0.16302694706720464,0.469207734048001,-0.4838879953853433,,-0.2845883146183205,0.1154309171776718,0.17711005100931684,0.3958638294396468,,0.3958758629127064,0.20134322210825584,,0.2716812163544457,-0.05922410560522168,0.09529232727649116,-0.23724772231544344,0.025259328015602416,,,0.5091023556445655,0.5396885841523374,,0.1625372565048807,0.1163188882908605,0.21696430720349874,-0.1161191468405068,-0.3236487670770469,0.4717189503324625,0.3282179783051952,0.2522656448745877,0.3308398275124784,-0.3454260301791403,0.3065977788135161,0.05932371078253504,-0.2959599314334396,-0.10150386260397648,0.0116538040013708,0.34209185365929146,-0.2358081734745353,,,0.7139480598967961,-0.01230624837102495,-0.1900093494125139,0.4052857463582866,-0.39351618611656974,0.20079453402028846,-0.18564984544081936,0.16788304528904868,,0.12040133074869838
